instant,data,season,ano,mes,hora,feriado,dia_semana,dia_util,clima,temperatura_normalizada,sensacao_termica_normalizada,umidade_normalizada,vento_normalizado,usuarios_casuais,usuarios_registrados,total_locacoes,periodo_dia,nivel_demanda,descricao_clima,descricao_estacao
10262,2012-03-08,1,1,3,15,False,4,True,1,0.64,0.6212,0.38,0.6866,24,161,185,TARDE,MEDIA,LIMPO_POUCAS_NUVENS,PRIMAVERA
10263,2012-03-08,1,1,3,16,False,4,True,2,0.62,0.6212,0.41,0.6418,37,305,342,TARDE,ALTA,NEVOA_NUBLADO,PRIMAVERA
10264,2012-03-08,1,1,3,17,False,4,True,1,0.62,0.6212,0.38,0.6567,52,545,597,TARDE,ALTA,LIMPO_POUCAS_NUVENS,PRIMAVERA
10265,2012-03-08,1,1,3,18,False,4,True,2,0.62,0.6212,0.38,0.5522,45,545,590,NOITE,ALTA,NEVOA_NUBLADO,PRIMAVERA
10266,2012-03-08,1,1,3,19,False,4,True,2,0.6,0.6212,0.4,0.4478,21,395,416,NOITE,ALTA,NEVOA_NUBLADO,PRIMAVERA
10267,2012-03-08,1,1,3,20,False,4,True,2,0.6,0.6212,0.43,0.3881,20,282,302,NOITE,ALTA,NEVOA_NUBLADO,PRIMAVERA
10268,2012-03-08,1,1,3,21,False,4,True,1,0.6,0.6212,0.43,0.3881,27,206,233,NOITE,ALTA,LIMPO_POUCAS_NUVENS,PRIMAVERA
10269,2012-03-08,1,1,3,22,False,4,True,1,0.56,0.5303,0.49,0.3284,12,141,153,NOITE,MEDIA,LIMPO_POUCAS_NUVENS,PRIMAVERA
10270,2012-03-08,1,1,3,23,False,4,True,2,0.56,0.5303,0.49,0.4478,6,88,94,NOITE,MEDIA,NEVOA_NUBLADO,PRIMAVERA
10271,2012-03-09,1,1,3,0,False,5,True,2,0.58,0.5455,0.49,0.4627,3,51,54,MADRUGADA,BAIXA,NEVOA_NUBLADO,PRIMAVERA
10272,2012-03-09,1,1,3,1,False,5,True,3,0.56,0.5303,0.52,0.4925,4,22,26,MADRUGADA,BAIXA,CHUVA_NEVE_LEVE,PRIMAVERA
10273,2012-03-09,1,1,3,2,False,5,True,3,0.48,0.4697,0.77,0.4179,2,9,11,MADRUGADA,BAIXA,CHUVA_NEVE_LEVE,PRIMAVERA
10274,2012-03-09,1,1,3,3,False,5,True,1,0.46,0.4545,0.77,0.5224,0,7,7,MADRUGADA,BAIXA,LIMPO_POUCAS_NUVENS,PRIMAVERA
10275,2012-03-09,1,1,3,4,False,5,True,3,0.4,0.4091,0.66,0.2836,0,1,1,MADRUGADA,BAIXA,CHUVA_NEVE_LEVE,PRIMAVERA
10276,2012-03-09,1,1,3,5,False,5,True,3,0.4,0.4091,0.66,0.2836,2,27,29,MADRUGADA,BAIXA,CHUVA_NEVE_LEVE,PRIMAVERA
10277,2012-03-09,1,1,3,6,False,5,True,2,0.4,0.4091,0.5,0.3582,2,83,85,MANHA,MEDIA,NEVOA_NUBLADO,PRIMAVERA
10278,2012-03-09,1,1,3,7,False,5,True,2,0.38,0.3939,0.4,0.2985,6,262,268,MANHA,ALTA,NEVOA_NUBLADO,PRIMAVERA
10279,2012-03-09,1,1,3,8,False,5,True,2,0.34,0.2879,0.42,0.5224,17,484,501,MANHA,ALTA,NEVOA_NUBLADO,PRIMAVERA
10280,2012-03-09,1,1,3,9,False,5,True,2,0.34,0.2879,0.42,0.5224,17,267,284,MANHA,ALTA,NEVOA_NUBLADO,PRIMAVERA
10281,2012-03-09,1,1,3,10,False,5,True,2,0.34,0.2879,0.36,0.4925,14,145,159,MANHA,MEDIA,NEVOA_NUBLADO,PRIMAVERA
10282,2012-03-09,1,1,3,11,False,5,True,2,0.36,0.3333,0.34,0.3582,17,170,187,MANHA,MEDIA,NEVOA_NUBLADO,PRIMAVERA
10283,2012-03-09,1,1,3,12,False,5,True,1,0.36,0.3333,0.34,0.4179,27,174,201,TARDE,MEDIA,LIMPO_POUCAS_NUVENS,PRIMAVERA
10284,2012-03-09,1,1,3,13,False,5,True,2,0.38,0.3939,0.29,0.3881,49,175,224,TARDE,ALTA,NEVOA_NUBLADO,PRIMAVERA
10285,2012-03-09,1,1,3,14,False,5,True,1,0.42,0.4242,0.28,0.4627,49,129,178,TARDE,MEDIA,LIMPO_POUCAS_NUVENS,PRIMAVERA
10286,2012-03-09,1,1,3,15,False,5,True,1,0.46,0.4545,0.24,0.2537,50,188,238,TARDE,ALTA,LIMPO_POUCAS_NUVENS,PRIMAVERA
10287,2012-03-09,1,1,3,16,False,5,True,1,0.48,0.4697,0.23,0.4179,51,292,343,TARDE,ALTA,LIMPO_POUCAS_NUVENS,PRIMAVERA
10288,2012-03-09,1,1,3,17,False,5,True,1,0.46,0.4545,0.24,0.3881,68,498,566,TARDE,ALTA,LIMPO_POUCAS_NUVENS,PRIMAVERA
10289,2012-03-09,1,1,3,18,False,5,True,1,0.44,0.4394,0.26,0.5224,30,440,470,NOITE,ALTA,LIMPO_POUCAS_NUVENS,PRIMAVERA
10290,2012-03-09,1,1,3,19,False,5,True,1,0.42,0.4242,0.28,0.6119,12,232,244,NOITE,ALTA,LIMPO_POUCAS_NUVENS,PRIMAVERA
10291,2012-03-09,1,1,3,20,False,5,True,1,0.38,0.3939,0.32,0.3582,3,156,159,NOITE,MEDIA,LIMPO_POUCAS_NUVENS,PRIMAVERA
10292,2012-03-09,1,1,3,21,False,5,True,1,0.36,0.3333,0.34,0.3284,8,133,141,NOITE,MEDIA,LIMPO_POUCAS_NUVENS,PRIMAVERA
10293,2012-03-09,1,1,3,22,False,5,True,1,0.34,0.2879,0.31,0.4925,7,100,107,NOITE,MEDIA,LIMPO_POUCAS_NUVENS,PRIMAVERA
10294,2012-03-09,1,1,3,23,False,5,True,1,0.32,0.303,0.33,0.2985,9,77,86,NOITE,MEDIA,LIMPO_POUCAS_NUVENS,PRIMAVERA
10295,2012-03-10,1,1,3,0,False,6,False,1,0.3,0.2727,0.36,0.3582,9,68,77,MADRUGADA,MEDIA,LIMPO_POUCAS_NUVENS,PRIMAVERA
10296,2012-03-10,1,1,3,1,False,6,False,1,0.3,0.2879,0.36,0.2537,1,50,51,MADRUGADA,BAIXA,LIMPO_POUCAS_NUVENS,PRIMAVERA
10297,2012-03-10,1,1,3,2,False,6,False,1,0.26,0.2424,0.41,0.2537,12,30,42,MADRUGADA,BAIXA,LIMPO_POUCAS_NUVENS,PRIMAVERA
10298,2012-03-10,1,1,3,3,False,6,False,1,0.26,0.2273,0.41,0.2985,0,16,16,MADRUGADA,BAIXA,LIMPO_POUCAS_NUVENS,PRIMAVERA
10299,2012-03-10,1,1,3,4,False,6,False,1,0.24,0.2121,0.41,0.3582,1,3,4,MADRUGADA,BAIXA,LIMPO_POUCAS_NUVENS,PRIMAVERA
10300,2012-03-10,1,1,3,5,False,6,False,1,0.22,0.2121,0.42,0.2836,3,7,10,MADRUGADA,BAIXA,LIMPO_POUCAS_NUVENS,PRIMAVERA
10301,2012-03-10,1,1,3,6,False,6,False,1,0.22,0.2121,0.44,0.2836,1,11,12,MANHA,BAIXA,LIMPO_POUCAS_NUVENS,PRIMAVERA
10302,2012-03-10,1,1,3,7,False,6,False,1,0.22,0.2121,0.44,0.2537,4,36,40,MANHA,BAIXA,LIMPO_POUCAS_NUVENS,PRIMAVERA
10303,2012-03-10,1,1,3,8,False,6,False,1,0.22,0.2121,0.44,0.2985,15,96,111,MANHA,MEDIA,LIMPO_POUCAS_NUVENS,PRIMAVERA
10304,2012-03-10,1,1,3,9,False,6,False,1,0.24,0.2121,0.41,0.3284,21,127,148,MANHA,MEDIA,LIMPO_POUCAS_NUVENS,PRIMAVERA
10305,2012-03-10,1,1,3,10,False,6,False,1,0.26,0.2273,0.35,0.4179,47,176,223,MANHA,ALTA,LIMPO_POUCAS_NUVENS,PRIMAVERA
10306,2012-03-10,1,1,3,11,False,6,False,1,0.3,0.2727,0.33,0.3284,56,218,274,MANHA,ALTA,LIMPO_POUCAS_NUVENS,PRIMAVERA
10307,2012-03-10,1,1,3,12,False,6,False,1,0.3,0.2727,0.33,0.3284,88,241,329,TARDE,ALTA,LIMPO_POUCAS_NUVENS,PRIMAVERA
10308,2012-03-10,1,1,3,13,False,6,False,1,0.32,0.303,0.29,0.2836,89,268,357,TARDE,ALTA,LIMPO_POUCAS_NUVENS,PRIMAVERA
10309,2012-03-10,1,1,3,14,False,6,False,1,0.34,0.3182,0.27,0.2836,117,262,379,TARDE,ALTA,LIMPO_POUCAS_NUVENS,PRIMAVERA
10310,2012-03-10,1,1,3,15,False,6,False,1,0.34,0.3636,0.25,0.0,132,274,406,TARDE,ALTA,LIMPO_POUCAS_NUVENS,PRIMAVERA
10311,2012-03-10,1,1,3,16,False,6,False,1,0.36,0.3636,0.23,0.0,115,275,390,TARDE,ALTA,LIMPO_POUCAS_NUVENS,PRIMAVERA
10312,2012-03-10,1,1,3,17,False,6,False,1,0.36,0.3788,0.23,0.0,104,250,354,TARDE,ALTA,LIMPO_POUCAS_NUVENS,PRIMAVERA
10313,2012-03-10,1,1,3,18,False,6,False,1,0.36,0.3636,0.21,0.0896,67,230,297,NOITE,ALTA,LIMPO_POUCAS_NUVENS,PRIMAVERA
10314,2012-03-10,1,1,3,19,False,6,False,1,0.34,0.3636,0.25,0.0,25,159,184,NOITE,MEDIA,LIMPO_POUCAS_NUVENS,PRIMAVERA
10315,2012-03-10,1,1,3,20,False,6,False,1,0.32,0.3333,0.33,0.1343,20,101,121,NOITE,MEDIA,LIMPO_POUCAS_NUVENS,PRIMAVERA
10316,2012-03-10,1,1,3,21,False,6,False,1,0.3,0.2879,0.39,0.2239,16,94,110,NOITE,MEDIA,LIMPO_POUCAS_NUVENS,PRIMAVERA
10317,2012-03-10,1,1,3,22,False,6,False,1,0.26,0.2576,0.44,0.1642,19,81,100,NOITE,MEDIA,LIMPO_POUCAS_NUVENS,PRIMAVERA
10318,2012-03-10,1,1,3,23,False,6,False,1,0.26,0.2576,0.41,0.194,6,77,83,NOITE,MEDIA,LIMPO_POUCAS_NUVENS,PRIMAVERA
10319,2012-03-11,1,1,3,0,False,0,False,1,0.26,0.2879,0.44,0.0896,7,62,69,MADRUGADA,BAIXA,LIMPO_POUCAS_NUVENS,PRIMAVERA
10320,2012-03-11,1,1,3,1,False,0,False,1,0.24,0.2424,0.52,0.1642,4,57,61,MADRUGADA,BAIXA,LIMPO_POUCAS_NUVENS,PRIMAVERA
10321,2012-03-11,1,1,3,3,False,0,False,1,0.24,0.2424,0.6,0.1343,15,51,66,MADRUGADA,BAIXA,LIMPO_POUCAS_NUVENS,PRIMAVERA
10322,2012-03-11,1,1,3,4,False,0,False,1,0.24,0.2424,0.6,0.1343,7,15,22,MADRUGADA,BAIXA,LIMPO_POUCAS_NUVENS,PRIMAVERA
10323,2012-03-11,1,1,3,5,False,0,False,1,0.24,0.2424,0.6,0.1642,2,5,7,MADRUGADA,BAIXA,LIMPO_POUCAS_NUVENS,PRIMAVERA
10324,2012-03-11,1,1,3,6,False,0,False,1,0.24,0.2424,0.7,0.1642,2,8,10,MANHA,BAIXA,LIMPO_POUCAS_NUVENS,PRIMAVERA
10325,2012-03-11,1,1,3,7,False,0,False,1,0.22,0.2273,0.69,0.1343,2,15,17,MANHA,BAIXA,LIMPO_POUCAS_NUVENS,PRIMAVERA
10326,2012-03-11,1,1,3,8,False,0,False,1,0.22,0.2273,0.69,0.1343,4,68,72,MANHA,MEDIA,LIMPO_POUCAS_NUVENS,PRIMAVERA
10327,2012-03-11,1,1,3,9,False,0,False,1,0.26,0.2576,0.6,0.2239,20,70,90,MANHA,MEDIA,LIMPO_POUCAS_NUVENS,PRIMAVERA
10328,2012-03-11,1,1,3,10,False,0,False,1,0.32,0.303,0.49,0.2836,71,147,218,MANHA,MEDIA,LIMPO_POUCAS_NUVENS,PRIMAVERA
10329,2012-03-11,1,1,3,11,False,0,False,1,0.36,0.3333,0.43,0.2836,90,209,299,MANHA,ALTA,LIMPO_POUCAS_NUVENS,PRIMAVERA
10330,2012-03-11,1,1,3,12,False,0,False,1,0.4,0.4091,0.37,0.2985,146,264,410,TARDE,ALTA,LIMPO_POUCAS_NUVENS,PRIMAVERA
10331,2012-03-11,1,1,3,13,False,0,False,1,0.42,0.4242,0.41,0.2985,176,288,464,TARDE,ALTA,LIMPO_POUCAS_NUVENS,PRIMAVERA
10332,2012-03-11,1,1,3,14,False,0,False,1,0.46,0.4545,0.31,0.2836,212,289,501,TARDE,ALTA,LIMPO_POUCAS_NUVENS,PRIMAVERA
10333,2012-03-11,1,1,3,15,False,0,False,1,0.5,0.4848,0.29,0.2985,201,286,487,TARDE,ALTA,LIMPO_POUCAS_NUVENS,PRIMAVERA
10334,2012-03-11,1,1,3,16,False,0,False,1,0.5,0.4848,0.31,0.3582,208,301,509,TARDE,ALTA,LIMPO_POUCAS_NUVENS,PRIMAVERA
10335,2012-03-11,1,1,3,17,False,0,False,1,0.52,0.5,0.27,0.2985,199,299,498,TARDE,ALTA,LIMPO_POUCAS_NUVENS,PRIMAVERA
10336,2012-03-11,1,1,3,18,False,0,False,1,0.52,0.5,0.29,0.2836,133,256,389,NOITE,ALTA,LIMPO_POUCAS_NUVENS,PRIMAVERA
10337,2012-03-11,1,1,3,19,False,0,False,1,0.5,0.4848,0.31,0.2836,55,203,258,NOITE,ALTA,LIMPO_POUCAS_NUVENS,PRIMAVERA
10338,2012-03-11,1,1,3,20,False,0,False,1,0.44,0.4394,0.47,0.2239,42,129,171,NOITE,MEDIA,LIMPO_POUCAS_NUVENS,PRIMAVERA
10339,2012-03-11,1,1,3,21,False,0,False,1,0.42,0.4242,0.54,0.2239,37,110,147,NOITE,MEDIA,LIMPO_POUCAS_NUVENS,PRIMAVERA
10340,2012-03-11,1,1,3,22,False,0,False,1,0.4,0.4091,0.54,0.194,13,81,94,NOITE,MEDIA,LIMPO_POUCAS_NUVENS,PRIMAVERA
10341,2012-03-11,1,1,3,23,False,0,False,1,0.4,0.4091,0.5,0.1642,12,40,52,NOITE,BAIXA,LIMPO_POUCAS_NUVENS,PRIMAVERA
10342,2012-03-12,1,1,3,0,False,1,True,1,0.38,0.3939,0.54,0.194,4,20,24,MADRUGADA,BAIXA,LIMPO_POUCAS_NUVENS,PRIMAVERA
10343,2012-03-12,1,1,3,1,False,1,True,1,0.38,0.3939,0.5,0.1343,1,9,10,MADRUGADA,BAIXA,LIMPO_POUCAS_NUVENS,PRIMAVERA
10344,2012-03-12,1,1,3,2,False,1,True,1,0.38,0.3939,0.54,0.1045,4,5,9,MADRUGADA,BAIXA,LIMPO_POUCAS_NUVENS,PRIMAVERA
10345,2012-03-12,1,1,3,3,False,1,True,1,0.36,0.3485,0.5,0.1343,0,2,2,MADRUGADA,BAIXA,LIMPO_POUCAS_NUVENS,PRIMAVERA
10346,2012-03-12,1,1,3,4,False,1,True,1,0.34,0.3333,0.61,0.194,0,3,3,MADRUGADA,BAIXA,LIMPO_POUCAS_NUVENS,PRIMAVERA
10347,2012-03-12,1,1,3,5,False,1,True,1,0.34,0.3333,0.61,0.194,1,15,16,MADRUGADA,BAIXA,LIMPO_POUCAS_NUVENS,PRIMAVERA
10348,2012-03-12,1,1,3,6,False,1,True,1,0.34,0.3485,0.57,0.1045,2,86,88,MANHA,MEDIA,LIMPO_POUCAS_NUVENS,PRIMAVERA
10349,2012-03-12,1,1,3,7,False,1,True,1,0.34,0.3485,0.53,0.1045,9,259,268,MANHA,ALTA,LIMPO_POUCAS_NUVENS,PRIMAVERA
10350,2012-03-12,1,1,3,8,False,1,True,1,0.34,0.3333,0.61,0.1343,17,547,564,MANHA,ALTA,LIMPO_POUCAS_NUVENS,PRIMAVERA
10351,2012-03-12,1,1,3,9,False,1,True,1,0.38,0.3939,0.54,0.1642,21,260,281,MANHA,ALTA,LIMPO_POUCAS_NUVENS,PRIMAVERA
10352,2012-03-12,1,1,3,10,False,1,True,1,0.4,0.4091,0.5,0.2239,39,98,137,MANHA,MEDIA,LIMPO_POUCAS_NUVENS,PRIMAVERA
10353,2012-03-12,1,1,3,11,False,1,True,1,0.44,0.4394,0.44,0.2239,39,111,150,MANHA,MEDIA,LIMPO_POUCAS_NUVENS,PRIMAVERA
10354,2012-03-12,1,1,3,12,False,1,True,1,0.48,0.4697,0.39,0.2239,59,162,221,TARDE,MEDIA,LIMPO_POUCAS_NUVENS,PRIMAVERA
10355,2012-03-12,1,1,3,13,False,1,True,2,0.54,0.5152,0.32,0.2537,74,176,250,TARDE,ALTA,NEVOA_NUBLADO,PRIMAVERA
10356,2012-03-12,1,1,3,14,False,1,True,2,0.58,0.5455,0.32,0.2836,76,145,221,TARDE,MEDIA,NEVOA_NUBLADO,PRIMAVERA
10357,2012-03-12,1,1,3,15,False,1,True,1,0.56,0.5303,0.4,0.1343,74,159,233,TARDE,ALTA,LIMPO_POUCAS_NUVENS,PRIMAVERA
10358,2012-03-12,1,1,3,16,False,1,True,1,0.62,0.6212,0.35,0.4478,77,255,332,TARDE,ALTA,LIMPO_POUCAS_NUVENS,PRIMAVERA
10359,2012-03-12,1,1,3,17,False,1,True,2,0.62,0.6212,0.38,0.4179,87,557,644,TARDE,ALTA,NEVOA_NUBLADO,PRIMAVERA
10360,2012-03-12,1,1,3,18,False,1,True,2,0.6,0.6212,0.43,0.194,89,623,712,NOITE,ALTA,NEVOA_NUBLADO,PRIMAVERA
10361,2012-03-12,1,1,3,19,False,1,True,2,0.56,0.5303,0.49,0.2239,67,379,446,NOITE,ALTA,NEVOA_NUBLADO,PRIMAVERA
10362,2012-03-12,1,1,3,20,False,1,True,2,0.56,0.5303,0.49,0.2239,49,237,286,NOITE,ALTA,NEVOA_NUBLADO,PRIMAVERA
10363,2012-03-12,1,1,3,21,False,1,True,2,0.54,0.5152,0.56,0.2239,22,183,205,NOITE,MEDIA,NEVOA_NUBLADO,PRIMAVERA
10364,2012-03-12,1,1,3,22,False,1,True,2,0.56,0.5303,0.56,0.2239,17,116,133,NOITE,MEDIA,NEVOA_NUBLADO,PRIMAVERA
10365,2012-03-12,1,1,3,23,False,1,True,1,0.56,0.5303,0.56,0.2239,10,53,63,NOITE,BAIXA,LIMPO_POUCAS_NUVENS,PRIMAVERA
10366,2012-03-13,1,1,3,0,False,2,True,2,0.56,0.5303,0.52,0.194,5,21,26,MADRUGADA,BAIXA,NEVOA_NUBLADO,PRIMAVERA
10367,2012-03-13,1,1,3,1,False,2,True,2,0.52,0.5,0.59,0.2239,2,14,16,MADRUGADA,BAIXA,NEVOA_NUBLADO,PRIMAVERA
10368,2012-03-13,1,1,3,2,False,2,True,3,0.52,0.5,0.72,0.2985,0,1,1,MADRUGADA,BAIXA,CHUVA_NEVE_LEVE,PRIMAVERA
10369,2012-03-13,1,1,3,3,False,2,True,3,0.52,0.5,0.72,0.2985,0,2,2,MADRUGADA,BAIXA,CHUVA_NEVE_LEVE,PRIMAVERA
10370,2012-03-13,1,1,3,4,False,2,True,2,0.46,0.4545,0.82,0.194,0,1,1,MADRUGADA,BAIXA,NEVOA_NUBLADO,PRIMAVERA
10371,2012-03-13,1,1,3,5,False,2,True,2,0.46,0.4545,0.82,0.194,0,24,24,MADRUGADA,BAIXA,NEVOA_NUBLADO,PRIMAVERA
10372,2012-03-13,1,1,3,6,False,2,True,3,0.46,0.4545,0.82,0.194,5,108,113,MANHA,MEDIA,CHUVA_NEVE_LEVE,PRIMAVERA
10373,2012-03-13,1,1,3,7,False,2,True,2,0.46,0.4545,0.82,0.2836,16,292,308,MANHA,ALTA,NEVOA_NUBLADO,PRIMAVERA
10374,2012-03-13,1,1,3,8,False,2,True,1,0.46,0.4545,0.82,0.2836,22,571,593,MANHA,ALTA,LIMPO_POUCAS_NUVENS,PRIMAVERA
10375,2012-03-13,1,1,3,9,False,2,True,1,0.48,0.4697,0.82,0.2836,18,324,342,MANHA,ALTA,LIMPO_POUCAS_NUVENS,PRIMAVERA
10376,2012-03-13,1,1,3,10,False,2,True,1,0.52,0.5,0.77,0.2239,28,115,143,MANHA,MEDIA,LIMPO_POUCAS_NUVENS,PRIMAVERA
10377,2012-03-13,1,1,3,11,False,2,True,1,0.54,0.5152,0.73,0.2836,64,155,219,MANHA,MEDIA,LIMPO_POUCAS_NUVENS,PRIMAVERA
10378,2012-03-13,1,1,3,12,False,2,True,1,0.6,0.6061,0.6,0.2836,47,197,244,TARDE,ALTA,LIMPO_POUCAS_NUVENS,PRIMAVERA
10379,2012-03-13,1,1,3,13,False,2,True,1,0.6,0.6061,0.6,0.3881,53,180,233,TARDE,ALTA,LIMPO_POUCAS_NUVENS,PRIMAVERA
10380,2012-03-13,1,1,3,14,False,2,True,1,0.64,0.6212,0.53,0.3284,52,160,212,TARDE,MEDIA,LIMPO_POUCAS_NUVENS,PRIMAVERA
10381,2012-03-13,1,1,3,15,False,2,True,1,0.7,0.6364,0.39,0.2239,68,196,264,TARDE,ALTA,LIMPO_POUCAS_NUVENS,PRIMAVERA
10382,2012-03-13,1,1,3,16,False,2,True,1,0.72,0.6515,0.34,0.3881,53,312,365,TARDE,ALTA,LIMPO_POUCAS_NUVENS,PRIMAVERA
10383,2012-03-13,1,1,3,17,False,2,True,1,0.7,0.6364,0.37,0.1045,62,614,676,TARDE,ALTA,LIMPO_POUCAS_NUVENS,PRIMAVERA
10384,2012-03-13,1,1,3,18,False,2,True,1,0.7,0.6364,0.34,0.2985,96,638,734,NOITE,ALTA,LIMPO_POUCAS_NUVENS,PRIMAVERA
10385,2012-03-13,1,1,3,19,False,2,True,1,0.64,0.6212,0.47,0.2239,50,429,479,NOITE,ALTA,LIMPO_POUCAS_NUVENS,PRIMAVERA
10386,2012-03-13,1,1,3,20,False,2,True,1,0.6,0.6212,0.49,0.1642,45,306,351,NOITE,ALTA,LIMPO_POUCAS_NUVENS,PRIMAVERA
10387,2012-03-13,1,1,3,21,False,2,True,1,0.58,0.5455,0.56,0.1045,44,200,244,NOITE,ALTA,LIMPO_POUCAS_NUVENS,PRIMAVERA
10388,2012-03-13,1,1,3,22,False,2,True,1,0.56,0.5303,0.6,0.0896,24,146,170,NOITE,MEDIA,LIMPO_POUCAS_NUVENS,PRIMAVERA
10389,2012-03-13,1,1,3,23,False,2,True,1,0.56,0.5303,0.56,0.1343,8,79,87,NOITE,MEDIA,LIMPO_POUCAS_NUVENS,PRIMAVERA
10390,2012-03-14,1,1,3,0,False,3,True,1,0.54,0.5152,0.6,0.1045,5,34,39,MADRUGADA,BAIXA,LIMPO_POUCAS_NUVENS,PRIMAVERA
10391,2012-03-14,1,1,3,1,False,3,True,1,0.52,0.5,0.63,0.0896,2,25,27,MADRUGADA,BAIXA,LIMPO_POUCAS_NUVENS,PRIMAVERA
10392,2012-03-14,1,1,3,2,False,3,True,1,0.5,0.4848,0.68,0.194,0,2,2,MADRUGADA,BAIXA,LIMPO_POUCAS_NUVENS,PRIMAVERA
10393,2012-03-14,1,1,3,3,False,3,True,1,0.48,0.4697,0.72,0.194,1,3,4,MADRUGADA,BAIXA,LIMPO_POUCAS_NUVENS,PRIMAVERA
10394,2012-03-14,1,1,3,4,False,3,True,1,0.48,0.4697,0.67,0.0896,1,4,5,MADRUGADA,BAIXA,LIMPO_POUCAS_NUVENS,PRIMAVERA
10395,2012-03-14,1,1,3,5,False,3,True,1,0.44,0.4394,0.82,0.1343,2,25,27,MADRUGADA,BAIXA,LIMPO_POUCAS_NUVENS,PRIMAVERA
10396,2012-03-14,1,1,3,6,False,3,True,1,0.44,0.4394,0.82,0.0896,1,120,121,MANHA,MEDIA,LIMPO_POUCAS_NUVENS,PRIMAVERA
10397,2012-03-14,1,1,3,7,False,3,True,1,0.44,0.4394,0.82,0.1045,20,348,368,MANHA,ALTA,LIMPO_POUCAS_NUVENS,PRIMAVERA
10398,2012-03-14,1,1,3,8,False,3,True,1,0.44,0.4394,0.82,0.0,34,628,662,MANHA,ALTA,LIMPO_POUCAS_NUVENS,PRIMAVERA
10399,2012-03-14,1,1,3,9,False,3,True,1,0.52,0.5,0.68,0.0,26,325,351,MANHA,ALTA,LIMPO_POUCAS_NUVENS,PRIMAVERA
10400,2012-03-14,1,1,3,10,False,3,True,1,0.56,0.5303,0.56,0.1045,38,150,188,MANHA,MEDIA,LIMPO_POUCAS_NUVENS,PRIMAVERA
10401,2012-03-14,1,1,3,11,False,3,True,2,0.62,0.6212,0.41,0.1642,65,155,220,MANHA,MEDIA,NEVOA_NUBLADO,PRIMAVERA
10402,2012-03-14,1,1,3,12,False,3,True,2,0.64,0.6212,0.29,0.0,55,212,267,TARDE,ALTA,NEVOA_NUBLADO,PRIMAVERA
10403,2012-03-14,1,1,3,13,False,3,True,1,0.66,0.6212,0.27,0.2239,57,197,254,TARDE,ALTA,LIMPO_POUCAS_NUVENS,PRIMAVERA
10404,2012-03-14,1,1,3,14,False,3,True,1,0.7,0.6364,0.23,0.3284,61,163,224,TARDE,ALTA,LIMPO_POUCAS_NUVENS,PRIMAVERA
10405,2012-03-14,1,1,3,15,False,3,True,1,0.7,0.6364,0.24,0.0,86,197,283,TARDE,ALTA,LIMPO_POUCAS_NUVENS,PRIMAVERA
10406,2012-03-14,1,1,3,16,False,3,True,1,0.72,0.6364,0.25,0.194,78,278,356,TARDE,ALTA,LIMPO_POUCAS_NUVENS,PRIMAVERA
10407,2012-03-14,1,1,3,17,False,3,True,1,0.7,0.6364,0.28,0.0896,140,642,782,TARDE,ALTA,LIMPO_POUCAS_NUVENS,PRIMAVERA
10408,2012-03-14,1,1,3,18,False,3,True,1,0.7,0.6364,0.32,0.0,102,647,749,NOITE,ALTA,LIMPO_POUCAS_NUVENS,PRIMAVERA
10409,2012-03-14,1,1,3,19,False,3,True,1,0.64,0.6212,0.33,0.1642,70,402,472,NOITE,ALTA,LIMPO_POUCAS_NUVENS,PRIMAVERA
10410,2012-03-14,1,1,3,20,False,3,True,1,0.62,0.6212,0.35,0.1045,44,286,330,NOITE,ALTA,LIMPO_POUCAS_NUVENS,PRIMAVERA
10411,2012-03-14,1,1,3,21,False,3,True,1,0.6,0.6212,0.4,0.0896,47,241,288,NOITE,ALTA,LIMPO_POUCAS_NUVENS,PRIMAVERA
10412,2012-03-14,1,1,3,22,False,3,True,1,0.52,0.5,0.55,0.1343,43,159,202,NOITE,MEDIA,LIMPO_POUCAS_NUVENS,PRIMAVERA
10413,2012-03-14,1,1,3,23,False,3,True,1,0.56,0.5303,0.43,0.1642,19,72,91,NOITE,MEDIA,LIMPO_POUCAS_NUVENS,PRIMAVERA
10414,2012-03-15,1,1,3,0,False,4,True,1,0.54,0.5152,0.49,0.1343,14,46,60,MADRUGADA,BAIXA,LIMPO_POUCAS_NUVENS,PRIMAVERA
10415,2012-03-15,1,1,3,1,False,4,True,1,0.5,0.4848,0.59,0.1045,15,8,23,MADRUGADA,BAIXA,LIMPO_POUCAS_NUVENS,PRIMAVERA
10416,2012-03-15,1,1,3,2,False,4,True,1,0.5,0.4848,0.59,0.0,14,5,19,MADRUGADA,BAIXA,LIMPO_POUCAS_NUVENS,PRIMAVERA
10417,2012-03-15,1,1,3,3,False,4,True,1,0.5,0.4848,0.63,0.0,0,7,7,MADRUGADA,BAIXA,LIMPO_POUCAS_NUVENS,PRIMAVERA
10418,2012-03-15,1,1,3,4,False,4,True,1,0.44,0.4394,0.77,0.1045,11,3,14,MADRUGADA,BAIXA,LIMPO_POUCAS_NUVENS,PRIMAVERA
10419,2012-03-15,1,1,3,5,False,4,True,1,0.46,0.4545,0.67,0.0,2,24,26,MADRUGADA,BAIXA,LIMPO_POUCAS_NUVENS,PRIMAVERA
10420,2012-03-15,1,1,3,6,False,4,True,1,0.44,0.4394,0.72,0.0896,4,113,117,MANHA,MEDIA,LIMPO_POUCAS_NUVENS,PRIMAVERA
